notes,event_type
"On 23 Dec 2018, Moo 4 of tambon Troh Bon (Sai Buri, Pattani); six armed men (suspected Southern Muslim Separatists) attacked 10 village defence volunteers who were guarding Ban Seu Dang School. The volunteers were gagged and tied up and the armed men seized their four shotguns and 20 bullets.",Other
"On 23 Dec 2018, in Mae La (Tha Song Yang, Tak), a shaman, famous for his 'magic' services, was shot and killed at his home by unknown.",Violence against civilians
"On 20 Dec 2018, Lam Mai (Muang Yala, Yala), Southern Muslim Separatists shot ten to 15 rounds of gunfire at the Lam Mai police station in Moo 6. No fatalities.",Other
"On 20 Dec 2018, in Ban Padae (Yaha, Yala), Southern Muslim Separatists attacked an army post. No fatalities noted.",Other
"On 20 Dec 2018, in Ngoh Kapo village, Bannang Sata district, Yala province, Southern Muslim Separatists attacked a facility used by civilian defence forces. No fatalities noted.",Other
A shooting took place with unknown causes. Guns were used. One injury and no fatalities reported.,Other
A male civilian was killed in an attack with sharp weapons. The cause of the incident was unclear.,Violence against civilians
A dead body was discovered. It is unclear what caused the death though assumed to be related to separatist violence.,Violence against civilians
A dead body was discovered. It unclear what caused the death.,Violence against civilians
"On 12 Dec 2018, Nakhon Sawan (Nakhon Sawan province), around 500 demonstrators blocked the Nong Bua Intersection with tyres and farm tractors in protest of the construction of a garbage processing plant. The police arrested 7 protesters and released them later on.",Riots
"On 12 Dec 2018, Taway mountain range, Rangae district, Narathiwat province, Thai Rangers' 45th Regiment and eight Southern Muslim Separatists exchanged gunfire for 10 minutes. Two separatists were believed to have been injured.",Other
"A bombing took place related to separatism/independence. No injuries, no fatalities.",Other
"On 11 Dec 2018, Nakhon Sawan (Nakhon Sawan province), demonstrators from Nong Bua district gathered to protest against the construction of a garbage processing plant.",Protests
A search took place in which an explosive was used. No fatalities or injuries.,Other
A robbery of weapons occurred related to unknown motivations. No fatalities or injuries reported.,Other
A dead body was discovered. It unclear what caused the death.,Violence against civilians
"On 06-December-2018, in tambon Wiang Nuea, Wiang Chai district, Chiang Rai, police and military shot and killed a drug trafficker in a firefight. 15 million methamphetamine pills were seized.",Other
A bombing took place with separatist/independence related motives. One soldier died and no others were injured.,Other
A dead body was discovered. It unclear what caused the death.,Violence against civilians
A dead body was discovered. It unclear what caused the death.,Violence against civilians
A shooting took place with unclear motives. One fatality reported.,Other
"On 1 December 2018, a Border Patrol police command engaged in a shootout with two suspected Southern Muslim Separatists and shot one dead in Tambon Saae (KP, Yala). They were suspected to have been the perpetrators of a local chief's death on 30 November.",Other
"On 30 November 2018, two suspected Southern Muslim Separatists ambushed and killed the chief of Tambon Tanoh Puteh while riding his motorcycle after praying at a mosque in Krong Pinang district (KP, Yala).",Violence against civilians
A shooting took place with unclear motives. One fatality reported.,Other
"On 29 November 2018, a Muslim woman was shot and killed in a drive-by shooting in front of her home in Tambon Rueso (Rueso, Narathiwat) after being tailed. Given the unrest in Narathiwat it is possible it was perpetrated by a Southern Muslim Separatist.",Violence against civilians
A shooting took place with unknown causes. Guns were used. One injury and no fatalities reported.,Other
A dead body was discovered. It unclear what caused the death.,Violence against civilians
"An assault occurred using blunt weapons. One man and one women were injured, no fatalities. The cause of the incident is unclear.",Violence against civilians
A shooting took place with unclear motives. One fatality reported.,Violence against civilians
"On 25 November 2018, suspected Southern Muslim Separatists detonated a homemade bomb to ambush a team of rangers on a village road in Ban Asen village (Yaha, Yala) which injured one of the rangers.",Other
"On 25 November 2018, two defence volunteers and an assistant village head were shot dead by four male suspected Southern Muslim Separatists who came in to the Tha Yi market on the back of a motorcycle disguised as two couples in Ban Huay Pling village, Tambon Tha Muang in Thepha district (Thepha, Songkhla). The Separatists took two M16 rifles and a pistol before fleeing.",Other
"On 25 November 2018, two gunmen (suspected Southern Muslim Separatists) opened fire at a checkpoint in Ban Tung Don, Tambon Tha Muang, in Thepha district (Thepha, Songkhla) on security volunteers, injuring two of them. It is thought that this event was directly linked to the attack earlier that day at the market killing two volunteers and an assistant village head.",Other
"On 25 November 2018, suspected Southern Muslim Separatists opened fire on six rangers and volunteer security at the school in Ban Ai Pa Se (Ra-Ngae, Narathiwat) who fired back until the Separatists retreated. No injuries or deaths occurred.",Other
"On 25 November 2018, more than 100 people staged a parade and a public awareness event in Phuket Town (MP, Phuket) to 'Stop Violence Against Women' in conjunction with the UN's 'International Day for the Elimination of Violence Against Women'.",Protests
"An attack/clash involving firearms took place. No injuries, no fatalities. The event was separatism/independence related.",Other
"On 24 November 2018, Thai border authorities engaged in a shootout with suspected drug traffickers in Wiang Phang Kham village tract (Mae Sai, Chiang Rai) in which five men were killed and one million methamphetamine pills were seized.",Other
"On 22 November 2018, two civilian defence volunteers were shot at close range while watching over the market at Taloh Duh Raman village in Tambon Taloh Duh Raman in Kapho district (Kapho, Pattani) by suspected Southern Muslim Separatists.",Other
"On 22 November 2018, a homemade bomb set by suspected Southern Muslim Separatists exploded behind an embankment as Rangers were taking down banners hung on the road reading ""Independent Patani"" in Waeng district (Waeng, Narathiwat). The bomb was attached to one of the ropes from the banners. No one was killed or injured by the explosion.",Other
A peaceful protest related to the separatist cause took place.,Protests
