notes,event_type
"On December 10, 2018, in Gowa regency (South Sulawesi), a mob of people beat a Muslim student to death inside a mosque because they suspected the man of being a thief.",Riots
"On 10 December 2018, a number of demonstrations were organized by KNPB activists in Papuan cities to commemorate of the International Human Rights Day. In Jayapura city, Papua province, approximately 700 police officers and additional military members blocked roads and dispersed crowds in multiple locations. They forcefully dispersed demonstrators in Waena subdistrict. Several demonstrators were allegedly subjected to ill-treatments.[size=no report]",Protests
"On 10 December 2018, a number of demonstrations were organized by KNPB activists in Papuan cities to commemorate of the International Human Rights Day. In Merauke city, Papua province, police officers blocked the road to the parliament building and arrested 41 demonstrators. [size=no report]",Protests
"On 10 December 2018, a number of demonstrations were organized by KNPB activists in Papuan cities to commemorate of the International Human Rights Day. In Timika city, Mimika regency, Papua province, police officers arrested 96 demonstrators as they were heading towards the local parliament building. [size=no report]",Protests
"On 10 December 2018, a number of demonstrations were organized by KNPB activists in Papuan cities to commemorate of the International Human Rights Day, such as in Manokwari city, West Papua province. [size=no report]",Protests
"On 10 December 2018, a number of demonstrations were organized by KNPB activists in Papuan cities to commemorate of the International Human Rights Day, such as in Oksibil town, Pegunungan Bintang regency, Papua province. [size=no report]",Protests
"On December 7, 2018, in Pulo Gadung subdistrict (East Jakarta, Jakarta), Koalisi Pejalan Kaki (Pedestrians Coalition) activists staged a demonstration called Tamasya Trotoir (Sidewalk Trip) near Klender Station, condemning a lack of facilities for pedestrians who want to use public transportation.",Protests
"On December 5, 2018, in Menteng district (Central Jakarta, Jakarta), dozens of protesters staged a demonstration outside the Myanmar embassy protesting against the treatment of Rohingya Muslims in Myanmar and demanding its government take action.",Protests
"Assumed on December 5, 2018, assumed near Yal village (Nduga, Papua), four Papuans were killed as TNI battled West Papua National Liberation Army and troops attempted to evacuate the bodies of the massacre victims killed by the Liberation Army on December 2.",Other
"On 4 December 2018, an air raid was carried out on a village in Yigi district, Nduga, Papua. During the event, 3 Papuans were shot. One died on 15 December. The other two bodies were discovered on 13 December in the forest. This event is part of a number of extra-judicial killings committed by the security force operation in Nduga Regency.",Violence against civilians
"On December 3, 2018, near Mbua district (Nduga, Papua), TPNPB militants attacked a TNI military outpost while in pursuit of the six workers who escaped their execution on December 2. One TNI soldier was killed and another injured in the attack.",Other
"On December 2, 2018, in Gambir district (Central Jakarta, Jakarta), 100,000 Muslims staged a protest march and carried Islamic flags to mark two years since a demonstration that led to the fall of Jakarta's Christian ex-governor, as presidential candidates seek to rally support ahead of next year's general election.",Protests
"On December 2, 2018, in Yal subdistrict (Nduga, Papua), National Liberation Army of West Papua (TPNPB) militants kidnapped 25 workers of state-owned construction company PT Istaka Karya, forcing them to march toward the river. TPNPB killed 19 of the workers along the march. Six workers escaped to a TNI base near Mbua district.",Violence against civilians
"Property destruction: On 2 December 2018, the KNPB head office in Jayapura city was vandalized. This was allegedly committed by Indonesian security forces.",Other
"On 2 December 2018, two villagers were arrested in Beanegogom village in Tsinga village, Tembagapura district, Mimika regency, Papua province, for demonstrating against the raids the military was conducting allegedly without warrants. [size=2]",Protests
"On December 1, 2018, in Surabaya city (Surabaya, East Java), 300 West Papuans, organized by the Papua Students Alliance, staged a demonstration rally to commemorate the birth of West Papua nation in 1961, continuing calls for the restive region's independence. Pancasila Youth, HIPAKAD, and FKPPI counter-protestors confronted the pro-independence protesters and attacked them with sharpened bamboo sticks and bottles, leaving several protestors injured. Police intervened to stop the clash and arrested 322 activists.",Protests
